中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,800 Mbps,102400 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,9 ms,7 Mbps,951 kB/s
129.146.46.164,443,129.146.46.164,US,316 Mbps,40550 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,69 ms,352 Mbps,45056 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,227 Mbps,29081 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,69 ms,359 Mbps,45977 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,68 ms,338 Mbps,43315 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,248 Mbps,31744 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,147 Mbps,18841 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,288 Mbps,36864 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,339 Mbps,43417 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,40 Mbps,5161 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,236 Mbps,30208 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,47 Mbps,6129 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,134 Mbps,17203 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,41 Mbps,5264 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,42 Mbps,5460 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,169 ms,132 Mbps,16998 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,36 Mbps,4638 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,214 ms,11 Mbps,1475 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,250 ms,35 Mbps,4579 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,252 ms,35 Mbps,4493 kB/s
