中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,27 ms,258 Mbps,33075 kB/s
35.230.79.26,443,35.212.193.165,US,Seattle,隧道,57 ms,451 Mbps,57753 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:b4,US,Los Angeles,隧道,22 ms,82 Mbps,10547 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,288 Mbps,36966 kB/s
35.197.23.75,443,35.212.193.165,US,Seattle,隧道,37 ms,579 Mbps,74137 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,30 ms,47 Mbps,6035 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,43 ms,581 Mbps,74444 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,22 ms,66 Mbps,8534 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,848 Mbps,108544 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,42 ms,540 Mbps,69222 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,57 ms,40 Mbps,5160 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,58 ms,448 Mbps,57344 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,134 ms,40 Mbps,5168 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,144 ms,139 Mbps,17817 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,76 ms,52 Mbps,6676 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,53 ms,466 Mbps,59699 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,125 ms,21 Mbps,2783 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,72 ms,361 Mbps,46284 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,118 ms,4 Mbps,614 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,115 ms,196 Mbps,25190 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,168 ms,36 Mbps,4693 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,145 ms,39 Mbps,5034 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,43 Mbps,5580 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,147 ms,164 Mbps,21094 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,148 ms,40 Mbps,5154 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,130 Mbps,16691 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,162 ms,38 Mbps,4913 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,154 ms,94 Mbps,12083 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,139 ms,140 Mbps,18022 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,182 ms,3 Mbps,418 kB/s
130.162.144.191,443,2a09:bac1:3f20::22:11c,KR,Seoul,隧道,133 ms,42 Mbps,5475 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,135 ms,46 Mbps,5938 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,152 ms,43 Mbps,5564 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,159 ms,45 Mbps,5863 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,140 ms,168 Mbps,21606 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,155 ms,40 Mbps,5134 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,230 ms,22 Mbps,2923 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,164 ms,39 Mbps,5012 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,156 ms,0 Mbps,120 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,191 ms,3 Mbps,477 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,249 ms,59 Mbps,7670 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,147 ms,38 Mbps,4941 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,274 ms,4 Mbps,639 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,436 ms,0 Mbps,10 kB/s
