中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,920 Mbps,117760 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,22 ms,992 Mbps,126976 kB/s
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,35 ms,748 Mbps,95846 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,1624 Mbps,207872 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,634 Mbps,81203 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,19 ms,62 Mbps,7942 kB/s
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,26 ms,1040 Mbps,133120 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,336 Mbps,43008 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,67 ms,50 Mbps,6453 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,73 ms,327 Mbps,41881 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,222 Mbps,28467 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,71 ms,385 Mbps,49356 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,71 ms,36 Mbps,4673 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,152 ms,127 Mbps,16281 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,111 ms,45 Mbps,5854 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,107 ms,3 Mbps,476 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,106 ms,47 Mbps,6096 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,113 ms,40 Mbps,5129 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,155 ms,122 Mbps,15667 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,161 ms,120 Mbps,15360 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,155 ms,121 Mbps,15564 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,137 ms,119 Mbps,15257 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,138 ms,42 Mbps,5379 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,149 ms,40 Mbps,5233 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,152 ms,42 Mbps,5411 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,171 ms,35 Mbps,4535 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,157 ms,39 Mbps,5083 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,183 ms,2 Mbps,381 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,170 ms,39 Mbps,4995 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,171 ms,40 Mbps,5191 kB/s
168.138.50.249,443,168.138.50.249,JP,San Jose,中转,112 ms,42 Mbps,5387 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,172 ms,30 Mbps,3896 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,162 ms,12 Mbps,1609 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,255 ms,25 Mbps,3227 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,175 ms,3 Mbps,471 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,366 ms,0 Mbps,14 kB/s
