中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,754 Mbps,96563 kB/s
35.230.79.26,443,35.212.173.121,US,Seattle,隧道,48 ms,464 Mbps,59494 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,378 Mbps,48435 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,438 Mbps,56115 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,47 ms,420 Mbps,53760 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,60 ms,449 Mbps,57548 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,59 ms,293 Mbps,37580 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,49 ms,321 Mbps,41164 kB/s
35.197.23.75,443,35.212.173.121,US,Seattle,隧道,48 ms,529 Mbps,67788 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,49 ms,350 Mbps,44851 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,52 ms,407 Mbps,52121 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,21 ms,7 Mbps,957 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,171 Mbps,21913 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,177 Mbps,22732 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,205 Mbps,26316 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,49 Mbps,6387 kB/s
141.147.165.223,443,140.238.41.131,JP,Tokyo,隧道,170 ms,104 Mbps,13414 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,40 Mbps,5187 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,151 ms,47 Mbps,6026 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,118 ms,47 Mbps,6131 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,42 Mbps,5392 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,168 Mbps,21504 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,1 Mbps,244 kB/s
