中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,11 ms,56 Mbps,7295 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,848 Mbps,108544 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,224 Mbps,28672 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,71 ms,281 Mbps,36044 kB/s
141.144.198.61,443,2606:f240:f00:83a7:0:b900:851a:b2ee,DE,Frankfurt,隧道,98 ms,209 Mbps,26828 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,74 ms,304 Mbps,39014 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,70 ms,340 Mbps,43520 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,70 ms,264 Mbps,33792 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,93 ms,47 Mbps,6075 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,268 Mbps,34406 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,102 ms,48 Mbps,6166 kB/s
152.70.155.147,443,152.70.155.147,US,Seattle,中转,96 ms,139 Mbps,17817 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,247 Mbps,31641 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,49 Mbps,6371 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,99 ms,49 Mbps,6326 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,175 ms,138 Mbps,17715 kB/s
184.169.181.217,443,184.169.181.217,US,London,中转,69 ms,8 Mbps,1044 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,180 ms,39 Mbps,5095 kB/s
129.146.7.98,443,129.146.7.98,US,Paris,中转,58 ms,4 Mbps,519 kB/s
129.146.46.164,443,129.146.46.164,US,London,中转,222 ms,93 Mbps,11980 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,25 Mbps,3234 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,26 Mbps,3434 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,227 ms,33 Mbps,4271 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,228 ms,6 Mbps,852 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,235 ms,24 Mbps,3086 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,229 ms,38 Mbps,4928 kB/s
168.138.46.67,443,168.138.46.67,JP,Hong Kong,中转,174 ms,39 Mbps,5023 kB/s
23.94.43.51,443,23.94.43.51,US,Manchester,中转,73 ms,265 Mbps,33996 kB/s
150.230.7.216,443,150.230.7.216,JP,Singapore,中转,182 ms,33 Mbps,4285 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,203 ms,31 Mbps,4019 kB/s
129.159.84.71,443,129.159.84.71,US,Paris,中转,93 ms,0 Mbps,55 kB/s
