中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,761 Mbps,97484 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,14 ms,7 Mbps,1003 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,435 Mbps,55705 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,67 ms,375 Mbps,48025 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,380 Mbps,48742 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,63 ms,330 Mbps,42291 kB/s
34.82.76.253,443,35.227.144.152,US,Seattle,隧道,63 ms,372 Mbps,47718 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,71 ms,268 Mbps,34304 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,74 ms,360 Mbps,46182 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,270 Mbps,34611 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,89 ms,316 Mbps,40448 kB/s
193.123.34.7,443,2606:f240:f00:dd8d:0:3a1f:48d8:4cde,DE,Frankfurt,隧道,114 ms,284 Mbps,36352 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,48 Mbps,6244 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,248 Mbps,31744 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,140 Mbps,18022 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,47 Mbps,6089 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,12 Mbps,1623 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,24 Mbps,3086 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,198 ms,40 Mbps,5195 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,225 ms,10 Mbps,1341 kB/s
146.56.146.67,443,2602:ffe4:407:20da:0:ff11:eebf:3b0e,SG,Singapore,隧道,406 ms,9 Mbps,1232 kB/s
