中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,48 ms,536 Mbps,68608 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,45 ms,480 Mbps,61542 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,50 ms,512 Mbps,65536 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,432 Mbps,55398 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,39 ms,516 Mbps,66048 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,51 ms,450 Mbps,57651 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,60 ms,272 Mbps,34918 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,128 ms,147 Mbps,18841 kB/s
152.70.62.177,443,2606:f240:f00:6acf:0:8ac9:98f8:d63,DE,Frankfurt,隧道,119 ms,192 Mbps,24576 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,130 ms,220 Mbps,28262 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,115 ms,48 Mbps,6246 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,114 ms,48 Mbps,6217 kB/s
193.123.38.223,443,2606:f240:f00:dd8d:0:3dd2:fadf:bc85,DE,Frankfurt,隧道,122 ms,189 Mbps,24268 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,133 ms,47 Mbps,6032 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,146 Mbps,18739 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,132 ms,159 Mbps,20377 kB/s
129.159.84.71,443,129.159.84.71,US,Paris,中转,52 ms,0 Mbps,70 kB/s
184.169.181.217,443,184.169.181.217,US,Frankfurt,中转,57 ms,132 Mbps,16998 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,191 ms,31 Mbps,4012 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,194 ms,38 Mbps,4940 kB/s
64.110.104.30,443,64.110.104.30,JP,Hong Kong,中转,147 ms,35 Mbps,4524 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,196 ms,1 Mbps,214 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Düsseldorf,隧道,137 ms,27 Mbps,3467 kB/s
131.186.17.132,443,131.186.17.132,KR,Hong Kong,中转,194 ms,33 Mbps,4248 kB/s
146.56.162.25,443,146.56.162.25,KR,Hong Kong,中转,172 ms,34 Mbps,4434 kB/s
64.110.101.125,443,64.110.101.125,JP,Amsterdam,中转,141 ms,52 Mbps,6728 kB/s
168.138.165.174,443,168.138.165.174,SG,Milan,中转,205 ms,32 Mbps,4104 kB/s
