中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,52 ms,546 Mbps,69939 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,49 ms,495 Mbps,63385 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,516 Mbps,66048 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,39 ms,540 Mbps,69120 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,47 ms,558 Mbps,71475 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,34 ms,640 Mbps,82022 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,404 Mbps,51712 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,58 ms,472 Mbps,60518 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,300 Mbps,38502 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,55 ms,412 Mbps,52838 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,192 Mbps,24576 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,123 ms,217 Mbps,27852 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,124 ms,178 Mbps,22835 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,124 ms,48 Mbps,6180 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,134 ms,160 Mbps,20582 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,42 Mbps,5398 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,141 ms,45 Mbps,5822 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,180 ms,41 Mbps,5274 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,124 ms,47 Mbps,6044 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,205 ms,19 Mbps,2558 kB/s
8.219.171.140,443,8.219.69.217,SG,Singapore,隧道,223 ms,43 Mbps,5563 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,220 ms,25 Mbps,3255 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,117 ms,6 Mbps,813 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,169 ms,64 Mbps,8206 kB/s
