中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,788 Mbps,100864 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,20 ms,7 Mbps,941 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,46 ms,18 Mbps,2358 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,49 ms,486 Mbps,62259 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,406 Mbps,52019 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,54 ms,545 Mbps,69836 kB/s
129.146.46.164,443,129.146.46.164,US,306 Mbps,39219 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,52 ms,488 Mbps,62464 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,320 Mbps,41062 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,208 Mbps,26624 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,107 ms,48 Mbps,6171 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,227 Mbps,29081 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,149 ms,38 Mbps,4962 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,151 ms,38 Mbps,4936 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,133 Mbps,17100 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,149 ms,41 Mbps,5310 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,156 ms,143 Mbps,18329 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,40 Mbps,5196 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,37 Mbps,4804 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,211 ms,10 Mbps,1388 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,241 ms,56 Mbps,7286 kB/s
