中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,618 Mbps,79155 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,905 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,387 Mbps,49561 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,68 ms,334 Mbps,42803 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,72 ms,335 Mbps,42905 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,68 ms,292 Mbps,37478 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,384 Mbps,49152 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,420 Mbps,53862 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,233 Mbps,29900 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,76 ms,268 Mbps,34304 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,254 Mbps,32563 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,46 Mbps,6001 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,258 Mbps,33075 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,47 Mbps,6045 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,124 Mbps,15974 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,38 Mbps,4876 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,179 ms,41 Mbps,5290 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,36 Mbps,4716 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,244 ms,1 Mbps,135 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,0 Mbps,108 kB/s
