中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,7 ms,1240 Mbps,158720 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,71 Mbps,9199 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,6 ms,1208 Mbps,154624 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,480 Mbps,61440 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,456 Mbps,58470 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,259 Mbps,33177 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,336 Mbps,43008 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,71 ms,367 Mbps,47001 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,222 Mbps,28467 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,73 ms,268 Mbps,34406 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,267 Mbps,34201 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,45 Mbps,5823 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,73 ms,305 Mbps,39116 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,256 Mbps,32768 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,132 Mbps,16896 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,44 Mbps,5759 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,199 Mbps,25497 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,48 Mbps,6182 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,120 Mbps,15360 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,28 Mbps,3706 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,192 ms,46 Mbps,5994 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,208 ms,77 Mbps,9946 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,206 ms,17 Mbps,2291 kB/s
152.70.242.38,443,132.226.226.133,KR,Seoul,隧道,208 ms,80 Mbps,10240 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,340 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,213 ms,34 Mbps,4399 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,43 Mbps,5551 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,253 ms,19 Mbps,2537 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,317 ms,0 Mbps,15 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,196 ms,17 Mbps,2197 kB/s
