中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,840 Mbps,107520 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,53 ms,6 Mbps,869 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,40 ms,691 Mbps,88473 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,48 ms,512 Mbps,65536 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,39 ms,686 Mbps,87859 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,34 ms,488 Mbps,62566 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,675 Mbps,86425 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,30 ms,606 Mbps,77619 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,127 ms,43 Mbps,5546 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,122 ms,230 Mbps,29491 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,124 ms,159 Mbps,20377 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,130 ms,172 Mbps,22118 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,127 ms,139 Mbps,17817 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,139 ms,41 Mbps,5356 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,129 ms,164 Mbps,21094 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,131 ms,50 Mbps,6449 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,43 Mbps,5620 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,131 ms,39 Mbps,5033 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,158 ms,126 Mbps,16179 kB/s
