中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,8 ms,758 Mbps,97075 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,5 ms,1576 Mbps,201728 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,10 ms,944 Mbps,120832 kB/s
35.230.79.26,443,35.212.240.155,US,Seattle,隧道,21 ms,856 Mbps,109568 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,22 ms,848 Mbps,108544 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,31 ms,342 Mbps,43827 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,10 ms,1384 Mbps,177152 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,25 ms,529 Mbps,67788 kB/s
35.197.23.75,443,35.212.240.155,US,Seattle,隧道,21 ms,706 Mbps,90419 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,74 ms,7 Mbps,968 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,82 ms,45 Mbps,5837 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,229 Mbps,29388 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,49 Mbps,6287 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,49 Mbps,6281 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,147 ms,44 Mbps,5635 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,127 ms,6 Mbps,827 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,44 Mbps,5639 kB/s
152.70.52.84,443,163.123.193.23,DE,Frankfurt,隧道,163 ms,105 Mbps,13516 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,155 ms,144 Mbps,18534 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,170 ms,112 Mbps,14438 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,164 ms,43 Mbps,5534 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,190 ms,114 Mbps,14643 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,163 ms,43 Mbps,5577 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,176 ms,41 Mbps,5333 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,139 ms,140 Mbps,17920 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,181 ms,40 Mbps,5176 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,154 ms,0 Mbps,16 kB/s
