中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,2 ms,4 Mbps,582 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,872 Mbps,111616 kB/s
129.146.46.164,443,129.146.46.164,339 Mbps,43417 kB/s
35.230.79.26,443,35.212.238.81,US,Seattle,隧道,73 ms,114 Mbps,14643 kB/s
35.197.23.75,443,35.212.238.81,US,Seattle,隧道,70 ms,296 Mbps,37990 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,70 ms,147 Mbps,18841 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,61 ms,283 Mbps,36249 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,82 ms,249 Mbps,31948 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,332 Mbps,42496 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,240 Mbps,30822 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,89 ms,320 Mbps,41062 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,49 Mbps,6303 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,249 Mbps,31948 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,49 Mbps,6355 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,128 Mbps,16486 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,184 ms,34 Mbps,4386 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,41 Mbps,5250 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,39 Mbps,4994 kB/s
8.219.179.34,443,8.222.236.107,SG,Singapore,隧道,230 ms,43 Mbps,5613 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,235 ms,29 Mbps,3797 kB/s
158.180.95.219,443,2602:ffe4:407:20da:0:b24f:8cb7:8a47,SG,Singapore,隧道,249 ms,56 Mbps,7259 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,239 ms,4 Mbps,535 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,209 ms,2 Mbps,277 kB/s
