中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,3 ms,1120 Mbps,143360 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,6 ms,553 Mbps,70860 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,25 ms,824 Mbps,105472 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,72 ms,18 Mbps,2386 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,683 Mbps,87449 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,34 ms,992 Mbps,126976 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,27 ms,880 Mbps,112640 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,610 Mbps,78131 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,17 ms,444 Mbps,56934 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,18 ms,55 Mbps,7043 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,43 ms,278 Mbps,35635 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,68 ms,300 Mbps,38400 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,88 ms,284 Mbps,36352 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,95 ms,267 Mbps,34201 kB/s
129.146.46.164,443,129.146.46.164,354 Mbps,45363 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,221 Mbps,28364 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,126 ms,3 Mbps,473 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,113 ms,46 Mbps,6003 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,122 ms,234 Mbps,30003 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,168 ms,122 Mbps,15667 kB/s
152.70.52.84,443,2a0b:21c0:100a:1f9:0:d515:a04:b8c,DE,Frankfurt,隧道,164 ms,121 Mbps,15564 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,151 ms,121 Mbps,15564 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,173 ms,130 Mbps,16691 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,133 ms,155 Mbps,19865 kB/s
158.101.221.74,443,209.177.81.218,DE,Frankfurt,隧道,189 ms,123 Mbps,15769 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,167 ms,41 Mbps,5371 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,179 ms,40 Mbps,5201 kB/s
143.47.252.169,443,2a0b:21c0:1007:c9:0:e74d:eac3:a282,DE,Frankfurt,隧道,172 ms,65 Mbps,8389 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,147 ms,42 Mbps,5474 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,165 ms,41 Mbps,5345 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,168 ms,122 Mbps,15667 kB/s
146.56.146.67,443,2602:ffe4:407:21d9:0:beb0:479f:6780,SG,Singapore,隧道,193 ms,72 Mbps,9286 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,185 ms,20 Mbps,2663 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,171 ms,4 Mbps,544 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,151 ms,14 Mbps,1852 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,362 ms,0 Mbps,19 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,171 ms,0 Mbps,8 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,160 ms,0 Mbps,26 kB/s
