中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,23 ms,992 Mbps,126976 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::c:3b1,US,Los Angeles,隧道,38 ms,75 Mbps,9619 kB/s
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,23 ms,944 Mbps,120832 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,60 ms,196 Mbps,25190 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,880 Mbps,112640 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,113 ms,40 Mbps,5241 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,665 Mbps,85196 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,73 ms,48 Mbps,6230 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,65 ms,352 Mbps,45158 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,107 ms,46 Mbps,5894 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,70 ms,328 Mbps,41984 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,13 ms,1568 Mbps,200704 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,70 ms,370 Mbps,47411 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,63 ms,43 Mbps,5592 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,107 ms,5 Mbps,656 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,212 Mbps,27238 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,87 ms,276 Mbps,35328 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,46 Mbps,5982 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,135 ms,140 Mbps,17920 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,124 ms,44 Mbps,5671 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,159 ms,122 Mbps,15667 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,168 ms,41 Mbps,5261 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,154 ms,1 Mbps,207 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,162 ms,112 Mbps,14438 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,141 ms,42 Mbps,5427 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,163 ms,42 Mbps,5470 kB/s
130.162.186.144,443,98.98.166.170,DE,Frankfurt,隧道,159 ms,61 Mbps,7847 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,167 ms,105 Mbps,13516 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,198 ms,39 Mbps,5056 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,136 ms,42 Mbps,5387 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,179 ms,29 Mbps,3753 kB/s
193.122.114.226,443,2602:ffe4:407:20da:0:22bd:b4fd:eb02,SG,Singapore,隧道,215 ms,76 Mbps,9786 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,172 ms,2 Mbps,356 kB/s
143.47.176.251,443,2a0b:21c0:1007:1c7:0:3273:6368:bf50,DE,Frankfurt,隧道,176 ms,132 Mbps,16998 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,137 ms,4 Mbps,622 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,181 ms,44 Mbps,5665 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,139 Mbps,17817 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,158 ms,0 Mbps,65 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,175 ms,4 Mbps,560 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,192 ms,45 Mbps,5823 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,282 ms,28 Mbps,3624 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,345 ms,0 Mbps,33 kB/s
