中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,848 Mbps,108544 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,955 kB/s
34.82.76.253,443,136.118.180.134,US,Seattle,隧道,54 ms,517 Mbps,66252 kB/s
35.230.79.26,443,35.212.204.241,US,Seattle,隧道,51 ms,541 Mbps,69324 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,80 ms,466 Mbps,59699 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,50 ms,473 Mbps,60620 kB/s
35.197.23.75,443,35.212.204.241,US,Seattle,隧道,52 ms,500 Mbps,64102 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,51 ms,352 Mbps,45056 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,412 Mbps,52736 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,49 Mbps,6379 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,206 Mbps,26419 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,168 Mbps,21606 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,42 Mbps,5409 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,163 Mbps,20889 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,38 Mbps,4980 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,45 Mbps,5812 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,38 Mbps,4990 kB/s
168.138.165.174,443,168.138.165.174,SG,Tokyo,中转,218 ms,6 Mbps,821 kB/s
