中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,743 Mbps,95129 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,29 ms,62 Mbps,8004 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,359 Mbps,45977 kB/s
35.197.23.75,443,35.212.173.150,US,Seattle,隧道,50 ms,543 Mbps,69529 kB/s
35.230.79.26,443,35.212.173.150,US,Seattle,隧道,49 ms,519 Mbps,66457 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,30 ms,7 Mbps,938 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,169 Mbps,21708 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,53 ms,496 Mbps,63590 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,379 Mbps,48537 kB/s
168.138.220.199,443,141.147.171.71,JP,Tokyo,隧道,132 ms,124 Mbps,15872 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,112 ms,304 Mbps,38912 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,132 ms,138 Mbps,17715 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,119 ms,244 Mbps,31232 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,118 ms,192 Mbps,24678 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,119 ms,189 Mbps,24268 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,124 ms,255 Mbps,32665 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,110 ms,49 Mbps,6334 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,118 ms,47 Mbps,6039 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,135 ms,47 Mbps,6099 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,133 ms,44 Mbps,5745 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,44 Mbps,5646 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,122 ms,44 Mbps,5710 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,145 ms,160 Mbps,20582 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,43 Mbps,5619 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,172 ms,36 Mbps,4667 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,189 ms,40 Mbps,5129 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,199 ms,37 Mbps,4854 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,207 ms,40 Mbps,5231 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,177 ms,91 Mbps,11673 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,188 ms,40 Mbps,5154 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,200 ms,10 Mbps,1357 kB/s
