中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,961 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,13 ms,54 Mbps,6912 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,795 Mbps,101785 kB/s
35.197.23.75,443,35.212.226.106,US,Seattle,隧道,70 ms,312 Mbps,40038 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,331 Mbps,42393 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,68 ms,385 Mbps,49356 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,425 Mbps,54476 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,74 ms,362 Mbps,46387 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,248 Mbps,31846 kB/s
35.230.79.26,443,35.212.226.106,US,Seattle,隧道,69 ms,380 Mbps,48640 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,290 Mbps,37171 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,283 Mbps,36249 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,240 Mbps,30822 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,256 Mbps,32870 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,65 ms,320 Mbps,40960 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,96 ms,49 Mbps,6314 kB/s
152.70.52.84,443,2606:f240:f00:46c4:0:9c6c:20f9:57ea,US,Frankfurt,隧道,103 ms,258 Mbps,33075 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,43 Mbps,5604 kB/s
143.47.176.251,443,163.123.193.24,DE,Frankfurt,隧道,94 ms,219 Mbps,28057 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,42 Mbps,5470 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,176 ms,40 Mbps,5225 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,178 ms,108 Mbps,13824 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,36 Mbps,4612 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,182 ms,31 Mbps,4063 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,223 ms,36 Mbps,4617 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,36 Mbps,4703 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,227 ms,35 Mbps,4585 kB/s
