中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,20 ms,469 Mbps,60108 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,904 Mbps,115712 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,1152 Mbps,147456 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,32 ms,388 Mbps,49766 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,28 ms,944 Mbps,120832 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,29 ms,992 Mbps,126976 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,649 Mbps,83148 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,38 ms,1032 Mbps,132096 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,272 Mbps,34816 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,17 ms,456 Mbps,58368 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,85 ms,1 Mbps,238 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,376 Mbps,48230 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,44 Mbps,5748 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,45 Mbps,5836 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,107 ms,174 Mbps,22323 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,124 ms,209 Mbps,26828 kB/s
143.47.185.70,443,2606:f240:f00:5a42:0:3ae7:5420:2950,DE,Frankfurt,隧道,154 ms,104 Mbps,13312 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,147 ms,40 Mbps,5175 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,104 Mbps,13312 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,164 ms,105 Mbps,13516 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,162 ms,37 Mbps,4815 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,155 ms,40 Mbps,5182 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,192 ms,124 Mbps,15872 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,185 ms,36 Mbps,4678 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,165 ms,47 Mbps,6042 kB/s
131.186.17.132,443,131.186.17.132,KR,Hong Kong,中转,144 ms,45 Mbps,5868 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,160 ms,10 Mbps,1300 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,165 ms,41 Mbps,5354 kB/s
146.56.162.25,443,146.56.162.25,KR,Hong Kong,中转,177 ms,1 Mbps,211 kB/s
