中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,30 ms,400 Mbps,51302 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,59 Mbps,7553 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,285 Mbps,36556 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,404 Mbps,51814 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,48 ms,381 Mbps,48844 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,49 ms,454 Mbps,58163 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,49 ms,494 Mbps,63283 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,49 ms,498 Mbps,63795 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,428 Mbps,54784 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,420 Mbps,53862 kB/s
143.47.229.194,443,2606:f240:f00:5a42:0:7f36:4a86:566a,DE,Frankfurt,隧道,112 ms,190 Mbps,24371 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,43 Mbps,5592 kB/s
193.123.61.156,443,2606:f240:f00:83a7:0:98c5:c99b:f93f,DE,Frankfurt,隧道,110 ms,181 Mbps,23244 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,220 Mbps,28160 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,114 ms,40 Mbps,5151 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,131 Mbps,16793 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,152 ms,38 Mbps,4971 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,48 Mbps,6194 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,33 Mbps,4332 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,107 ms,0 Mbps,37 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,117 ms,48 Mbps,6240 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,203 ms,42 Mbps,5467 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,209 ms,40 Mbps,5195 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,191 ms,34 Mbps,4468 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,240 ms,0 Mbps,54 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,179 ms,34 Mbps,4434 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,198 ms,0 Mbps,4 kB/s
