中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,605 Mbps,77516 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,15 ms,60 Mbps,7734 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,941 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,430 Mbps,55091 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,489 Mbps,62668 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,48 ms,543 Mbps,69529 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,54 ms,456 Mbps,58470 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,456 Mbps,58368 kB/s
129.146.46.164,443,129.146.46.164,368 Mbps,47104 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,58 ms,356 Mbps,45670 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,115 ms,190 Mbps,24371 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,204 Mbps,26112 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,237 Mbps,30412 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,48 Mbps,6184 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,152 ms,44 Mbps,5742 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,149 ms,43 Mbps,5507 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,140 Mbps,18022 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,40 Mbps,5152 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,158 ms,30 Mbps,3868 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,192 ms,37 Mbps,4802 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,201 ms,10 Mbps,1355 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,226 ms,37 Mbps,4847 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,230 ms,38 Mbps,4959 kB/s
