中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,32 ms,64 Mbps,8302 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,45 ms,505 Mbps,64716 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,52 ms,106 Mbps,13619 kB/s
35.230.79.26,443,35.212.209.68,US,Seattle,隧道,50 ms,380 Mbps,48640 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,22 ms,113 Mbps,14540 kB/s
35.197.23.75,443,35.212.209.68,US,Seattle,隧道,52 ms,302 Mbps,38707 kB/s
129.146.7.98,443,2a09:bac5:60eb:78::c:3b1,US,Los Angeles,隧道,53 ms,95 Mbps,12185 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,30 ms,406 Mbps,52019 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,396 Mbps,50790 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,27 ms,764 Mbps,97792 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,67 ms,107 Mbps,13721 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,47 ms,392 Mbps,50278 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,122 ms,264 Mbps,33792 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,230 Mbps,29491 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,56 ms,419 Mbps,53657 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,126 ms,183 Mbps,23449 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,129 ms,47 Mbps,6079 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,126 ms,163 Mbps,20889 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,140 ms,45 Mbps,5767 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,139 ms,166 Mbps,21299 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,216 ms,796 Mbps,101990 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,125 ms,46 Mbps,5965 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,129 ms,171 Mbps,21913 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,127 ms,37 Mbps,4861 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,115 ms,47 Mbps,6111 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,140 ms,3 Mbps,496 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,145 ms,7 Mbps,955 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,143 ms,42 Mbps,5481 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,122 ms,38 Mbps,4903 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,149 ms,165 Mbps,21196 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,163 ms,108 Mbps,13824 kB/s
130.162.144.191,443,2a09:bac1:3f20::20b:94,KR,Seoul,隧道,167 ms,38 Mbps,4961 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,178 ms,38 Mbps,4886 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,192 ms,38 Mbps,4876 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,212 ms,36 Mbps,4615 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,353 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,138 ms,5 Mbps,649 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,242 ms,61 Mbps,7808 kB/s
129.154.221.170,443,2602:ffe4:407:20da:0:6d2b:5aec:de73,SG,Singapore,隧道,270 ms,66 Mbps,8475 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,277 ms,37 Mbps,4858 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,170 ms,11 Mbps,1437 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,191 ms,0 Mbps,30 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,205 ms,4 Mbps,555 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,270 ms,27 Mbps,3473 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,322 ms,0 Mbps,15 kB/s
