中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,648 Mbps,83046 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,25 ms,880 Mbps,112640 kB/s
35.197.23.75,443,35.212.201.167,US,Seattle,隧道,37 ms,637 Mbps,81612 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,696 Mbps,89190 kB/s
129.146.46.164,443,129.146.46.164,US,337 Mbps,43212 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,824 Mbps,105472 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,28 ms,316 Mbps,40448 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,46 ms,533 Mbps,68300 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,46 ms,649 Mbps,83148 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,49 ms,864 Mbps,110592 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,52 ms,7 Mbps,978 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,133 ms,40 Mbps,5211 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,127 ms,192 Mbps,24678 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,125 ms,41 Mbps,5248 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,136 ms,41 Mbps,5288 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,132 ms,47 Mbps,6021 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,134 ms,167 Mbps,21401 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,135 ms,200 Mbps,25702 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,141 ms,152 Mbps,19456 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,170 ms,45 Mbps,5794 kB/s
8.219.139.93,443,47.245.84.175,SG,Singapore,隧道,197 ms,80 Mbps,10240 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,143 ms,44 Mbps,5685 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,199 ms,0 Mbps,118 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,184 ms,113 Mbps,14540 kB/s
