中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,2 ms,465 Mbps,59596 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,25 ms,1320 Mbps,168960 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,37 ms,688 Mbps,88064 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,43 ms,577 Mbps,73932 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,26 ms,832 Mbps,106496 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,47 ms,668 Mbps,85504 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,43 ms,515 Mbps,65945 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,370 Mbps,47411 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,115 ms,39 Mbps,5096 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,75 ms,6 Mbps,867 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,44 Mbps,5711 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,223 Mbps,28569 kB/s
152.70.56.11,443,163.123.193.3,DE,Frankfurt,隧道,135 ms,128 Mbps,16384 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,140 ms,38 Mbps,4982 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,149 ms,39 Mbps,5031 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,155 ms,132 Mbps,16896 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,148 ms,154 Mbps,19763 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,153 ms,120 Mbps,15360 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,161 ms,47 Mbps,6044 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,145 ms,46 Mbps,6003 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,1197 ms,43 Mbps,5573 kB/s
