中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,676 Mbps,86630 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,7 Mbps,909 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,276 Mbps,35430 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,50 ms,401 Mbps,51404 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,415 Mbps,53145 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,48 ms,408 Mbps,52326 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,449 Mbps,57548 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,57 ms,326 Mbps,41779 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,51 ms,552 Mbps,70758 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,48 ms,504 Mbps,64512 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,98 ms,49 Mbps,6399 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,196 Mbps,25088 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,213 Mbps,27340 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,152 Mbps,19558 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,226 Mbps,28979 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,4 Mbps,588 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,42 Mbps,5382 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,150 ms,23 Mbps,3044 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,118 ms,47 Mbps,6054 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,34 Mbps,4458 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,204 ms,10 Mbps,1340 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,223 ms,41 Mbps,5360 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,230 ms,58 Mbps,7449 kB/s
