中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,800 Mbps,102400 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,492 Mbps,63078 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,39 ms,6 Mbps,890 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,23 ms,45 Mbps,5817 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,363 Mbps,46489 kB/s
35.197.23.75,443,35.212.173.150,US,Seattle,隧道,53 ms,440 Mbps,56422 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,50 ms,507 Mbps,64921 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,393 Mbps,50380 kB/s
35.230.79.26,443,35.212.173.150,US,Seattle,隧道,47 ms,492 Mbps,63078 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,50 ms,444 Mbps,56934 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,123 ms,174 Mbps,22323 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,201 Mbps,25804 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,178 Mbps,22835 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,44 Mbps,5641 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,117 ms,11 Mbps,1442 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,146 ms,40 Mbps,5139 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,138 ms,143 Mbps,18329 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,144 ms,38 Mbps,4976 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,184 ms,35 Mbps,4588 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,188 ms,40 Mbps,5141 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,170 ms,44 Mbps,5634 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,122 ms,47 Mbps,6033 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,202 ms,35 Mbps,4501 kB/s
8.219.186.99,443,8.219.69.217,SG,Singapore,隧道,195 ms,62 Mbps,7937 kB/s
