中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,69 ms,306 Mbps,39219 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,21 ms,1040 Mbps,133120 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,29 ms,984 Mbps,125952 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,61 Mbps,7869 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,438 Mbps,56115 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,48 ms,500 Mbps,64000 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,571 Mbps,73113 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,49 ms,477 Mbps,61132 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,58 ms,536 Mbps,68608 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,197 Mbps,25292 kB/s
130.162.129.97,443,130.162.140.114,KR,Seoul,隧道,187 ms,83 Mbps,10649 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,396 Mbps,50790 kB/s
143.47.252.60,443,2a0b:21c0:1007:c7:0:a7c2:89bf:1f13,DE,Frankfurt,隧道,108 ms,98 Mbps,12595 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,52 ms,512 Mbps,65536 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,175 ms,97 Mbps,12492 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,50 ms,440 Mbps,56320 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,55 ms,332 Mbps,42496 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,449 Mbps,57548 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,151 ms,148 Mbps,19046 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,162 Mbps,20787 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,207 Mbps,26521 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,99 ms,43 Mbps,5512 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,177 Mbps,22732 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,177 ms,35 Mbps,4532 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,113 ms,44 Mbps,5644 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,146 ms,1 Mbps,220 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,150 ms,17 Mbps,2176 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,128 Mbps,16384 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,39 Mbps,5116 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,183 ms,81 Mbps,10444 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,196 ms,32 Mbps,4170 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,209 ms,33 Mbps,4253 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:9aca:acc0:c40f,SG,Singapore,隧道,232 ms,63 Mbps,8081 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,160 ms,0 Mbps,32 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,222 ms,27 Mbps,3572 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,204 ms,3 Mbps,487 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,174 ms,43 Mbps,5567 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,208 ms,2 Mbps,292 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,1082 ms,204 Mbps,26112 kB/s
