中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,7 ms,81 Mbps,10444 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1416 Mbps,181248 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,716 Mbps,91750 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,56 ms,396 Mbps,50688 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,71 ms,384 Mbps,49254 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,260 Mbps,33382 kB/s
184.169.181.217,443,184.169.181.217,US,Seattle,中转,59 ms,444 Mbps,56934 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,70 ms,355 Mbps,45465 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,80 ms,316 Mbps,40550 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,47 Mbps,6017 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,337 Mbps,43212 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,90 ms,45 Mbps,5862 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,264 Mbps,33792 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,229 Mbps,29388 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,202 Mbps,25907 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,104 ms,251 Mbps,32153 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,214 Mbps,27443 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,42 Mbps,5388 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,38 Mbps,4889 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,112 Mbps,14336 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,46 Mbps,5953 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,25 Mbps,3270 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,216 ms,43 Mbps,5514 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,213 ms,34 Mbps,4447 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,231 ms,29 Mbps,3761 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,209 ms,0 Mbps,81 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,173 ms,0 Mbps,35 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,205 Mbps,26316 kB/s
