中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,24 ms,824 Mbps,105472 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,23 ms,323 Mbps,41369 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,51 ms,328 Mbps,42086 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,412 Mbps,52736 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,49 ms,7 Mbps,968 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,39 ms,654 Mbps,83763 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,41 ms,585 Mbps,74956 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,40 ms,676 Mbps,86528 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,41 ms,690 Mbps,88371 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,119 ms,228 Mbps,29184 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,130 ms,47 Mbps,6017 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,137 ms,184 Mbps,23654 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,126 ms,45 Mbps,5802 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,128 ms,34 Mbps,4471 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,149 ms,139 Mbps,17817 kB/s
141.144.201.185,443,2606:f240:f00:a683:0:38a7:22cb:c5e,DE,Frankfurt,隧道,137 ms,126 Mbps,16179 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,142 ms,138 Mbps,17715 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,174 ms,41 Mbps,5286 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,217 ms,78 Mbps,10035 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,139 ms,41 Mbps,5272 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,211 ms,2 Mbps,264 kB/s
