中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,5 ms,1560 Mbps,199680 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,20 ms,636 Mbps,81510 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,10 ms,377 Mbps,48332 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,10 ms,1560 Mbps,199680 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,1640 Mbps,209920 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,31 ms,472 Mbps,60416 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,912 Mbps,116736 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,29 ms,872 Mbps,111616 kB/s
129.146.46.164,443,129.146.46.164,387 Mbps,49561 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,696 Mbps,89088 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,28 ms,740 Mbps,94720 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,68 ms,356 Mbps,45568 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,244 Mbps,31232 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,84 ms,3 Mbps,403 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,118 ms,47 Mbps,6125 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,26 Mbps,3400 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,154 ms,137 Mbps,17612 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,38 Mbps,4881 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,149 ms,130 Mbps,16691 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,137 ms,45 Mbps,5868 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,156 ms,45 Mbps,5861 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,150 ms,158 Mbps,20275 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,174 ms,41 Mbps,5262 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,169 ms,17 Mbps,2266 kB/s
