中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,759 Mbps,97177 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,359 Mbps,45977 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,245 Mbps,31436 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,313 Mbps,40140 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,69 ms,339 Mbps,43417 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,279 Mbps,35737 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,90 ms,49 Mbps,6353 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,75 ms,355 Mbps,45465 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,417 Mbps,53452 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,73 ms,328 Mbps,42086 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,92 ms,168 Mbps,21504 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,348 Mbps,44544 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,54 ms,1 Mbps,255 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,179 Mbps,22937 kB/s
152.70.52.84,443,163.123.193.4,DE,Frankfurt,隧道,102 ms,207 Mbps,26521 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,180 Mbps,23142 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,103 ms,45 Mbps,5766 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,173 ms,104 Mbps,13414 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,174 ms,33 Mbps,4286 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,178 ms,34 Mbps,4477 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,30 Mbps,3966 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,223 ms,3 Mbps,392 kB/s
131.186.33.175,443,2602:ffe4:407:21d9:0:1049:9da0:b3,SG,Singapore,隧道,244 ms,49 Mbps,6306 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,237 ms,30 Mbps,3941 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,207 ms,75 Mbps,9715 kB/s
168.138.165.174,443,168.138.165.174,SG,Marseille,中转,257 ms,27 Mbps,3558 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,213 ms,0 Mbps,69 kB/s
