中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,743 Mbps,95129 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,6 Mbps,811 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,51 ms,440 Mbps,56422 kB/s
129.146.46.164,443,129.146.46.164,US,288 Mbps,36864 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,433 Mbps,55500 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,53 ms,377 Mbps,48332 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,439 Mbps,56217 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,53 ms,395 Mbps,50585 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,448 Mbps,57344 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,47 Mbps,6077 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,248 Mbps,31846 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,203 Mbps,26009 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,200 Mbps,25600 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,43 Mbps,5550 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,176 Mbps,22528 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,43 Mbps,5551 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,156 ms,45 Mbps,5768 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,153 ms,36 Mbps,4651 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,40 Mbps,5172 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,209 ms,29 Mbps,3728 kB/s
