中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,21 ms,848 Mbps,108544 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,370 Mbps,47411 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,10 ms,793 Mbps,101580 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,6 ms,776 Mbps,99430 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,29 ms,904 Mbps,115712 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,26 ms,492 Mbps,62976 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,43 ms,568 Mbps,72806 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,70 ms,346 Mbps,44339 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,71 ms,5 Mbps,701 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,187 Mbps,23961 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,48 Mbps,6228 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,106 ms,51 Mbps,6551 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,105 Mbps,13516 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,148 Mbps,19046 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,46 Mbps,5991 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,169 ms,48 Mbps,6268 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,154 ms,12 Mbps,1571 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,125 Mbps,16076 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,166 ms,44 Mbps,5718 kB/s
8.219.149.83,443,8.222.240.96,SG,Singapore,隧道,180 ms,70 Mbps,9066 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,196 ms,56 Mbps,7264 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,140 ms,136 Mbps,17408 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,170 ms,43 Mbps,5606 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,47 Mbps,6040 kB/s
