中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,22 ms,58 Mbps,7525 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,23 ms,808 Mbps,103424 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,562 Mbps,71987 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::c:39c,US,Los Angeles,隧道,49 ms,71 Mbps,9182 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,298 Mbps,38195 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,26 ms,864 Mbps,110592 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,35 ms,537 Mbps,68812 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,50 ms,444 Mbps,56934 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,56 ms,367 Mbps,47001 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,56 ms,506 Mbps,64819 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,291 Mbps,37273 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,58 ms,328 Mbps,42086 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,50 ms,4 Mbps,613 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,118 ms,176 Mbps,22528 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,125 ms,216 Mbps,27648 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,120 ms,180 Mbps,23142 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,131 ms,168 Mbps,21606 kB/s
143.47.190.37,443,2a0b:21c0:1007:ca:0:3bfe:c72:fd6a,DE,Frankfurt,隧道,122 ms,99 Mbps,12697 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,115 ms,47 Mbps,6091 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,133 ms,180 Mbps,23142 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,124 ms,47 Mbps,6050 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,149 ms,0 Mbps,105 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,146 ms,44 Mbps,5696 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,43 Mbps,5505 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,148 ms,166 Mbps,21299 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,133 ms,32 Mbps,4122 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,166 ms,100 Mbps,12902 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,186 ms,36 Mbps,4664 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,222 ms,34 Mbps,4373 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,207 ms,41 Mbps,5306 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,181 ms,46 Mbps,5918 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,200 ms,3 Mbps,456 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,214 ms,1 Mbps,214 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,336 ms,0 Mbps,14 kB/s
