中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,35 ms,603 Mbps,77209 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,27 ms,635 Mbps,81305 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,25 ms,725 Mbps,92876 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,723 Mbps,92569 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,32 ms,808 Mbps,103424 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,36 ms,416 Mbps,53350 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,35 ms,606 Mbps,77619 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,35 ms,539 Mbps,69017 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,40 ms,560 Mbps,71782 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,49 ms,47 Mbps,6113 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,57 ms,5 Mbps,665 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,121 ms,190 Mbps,24371 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,137 ms,135 Mbps,17305 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,144 ms,148 Mbps,19046 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,131 ms,42 Mbps,5381 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,131 ms,42 Mbps,5484 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,136 ms,41 Mbps,5264 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,147 ms,124 Mbps,15974 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,168 ms,37 Mbps,4789 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,178 ms,13 Mbps,1767 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,169 ms,37 Mbps,4809 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,132 ms,41 Mbps,5281 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,224 ms,34 Mbps,4426 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,214 ms,44 Mbps,5751 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,46 ms,236 Mbps,30208 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,162 ms,40 Mbps,5232 kB/s
