中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,72 Mbps,9339 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,2 ms,1448 Mbps,185344 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,864 Mbps,110592 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,60 ms,328 Mbps,41984 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,222 Mbps,28467 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,73 ms,279 Mbps,35737 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,82 ms,244 Mbps,31232 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,51 ms,44 Mbps,5751 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,356 Mbps,45568 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,139 ms,265 Mbps,33996 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,212 Mbps,27238 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,75 ms,372 Mbps,47616 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,75 ms,372 Mbps,47616 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,292 Mbps,37478 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,76 ms,348 Mbps,44544 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,101 ms,238 Mbps,30515 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,48 Mbps,6262 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,115 ms,48 Mbps,6204 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,107 ms,45 Mbps,5793 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,120 Mbps,15462 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,189 ms,41 Mbps,5349 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,173 ms,36 Mbps,4716 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,205 ms,0 Mbps,85 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,240 ms,28 Mbps,3679 kB/s
131.186.61.103,443,2602:ffe4:407:21d9:0:514a:3229:bd15,SG,Singapore,隧道,265 ms,51 Mbps,6604 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,207 ms,31 Mbps,4082 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,138 ms,0 Mbps,35 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,251 ms,38 Mbps,4941 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,16 Mbps,2126 kB/s
