中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,848 Mbps,108544 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,52 ms,372 Mbps,47718 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,22 ms,114 Mbps,14643 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,16 ms,140 Mbps,17920 kB/s
35.197.23.75,443,35.212.143.193,US,Seattle,隧道,69 ms,506 Mbps,64819 kB/s
35.230.79.26,443,35.212.143.193,US,Seattle,隧道,56 ms,504 Mbps,64614 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,169 Mbps,21708 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,34 ms,984 Mbps,125952 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,213 Mbps,27340 kB/s
34.82.76.253,443,34.168.189.228,US,Seattle,隧道,53 ms,472 Mbps,60416 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,19 ms,1136 Mbps,145408 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,71 ms,496 Mbps,63488 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,371 Mbps,47513 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,119 ms,196 Mbps,25190 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,56 ms,472 Mbps,60518 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,106 ms,49 Mbps,6353 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,127 ms,34 Mbps,4452 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,114 ms,213 Mbps,27340 kB/s
143.47.182.90,443,2a0b:21c0:1007:ca:0:1c8a:dab5:622a,DE,Frankfurt,隧道,117 ms,225 Mbps,28876 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,117 ms,47 Mbps,6073 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,135 ms,38 Mbps,4885 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,196 Mbps,25088 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,151 ms,170 Mbps,21811 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,109 ms,7 Mbps,937 kB/s
143.47.176.251,443,2a0b:21c0:1007:cb:0:c9a9:7920:454e,DE,Frankfurt,隧道,124 ms,208 Mbps,26726 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,119 ms,234 Mbps,30003 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,44 Mbps,5662 kB/s
152.70.56.11,443,2a0b:21c0:100a:1b2:0:56ea:4945:c78c,DE,Frankfurt,隧道,113 ms,184 Mbps,23654 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,132 Mbps,16896 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,2 Mbps,308 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,40 Mbps,5208 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,144 ms,39 Mbps,5057 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,162 ms,39 Mbps,5016 kB/s
131.186.61.103,443,2607:a400:a:6b:0:7fd8:b429:5ef1,US,Los Angeles,隧道,157 ms,127 Mbps,16281 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,221 ms,2 Mbps,316 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,179 ms,98 Mbps,12595 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,204 ms,35 Mbps,4515 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,195 ms,90 Mbps,11571 kB/s
130.162.144.191,443,2a09:bac5:4733:1482::20b:9f,KR,Seoul,隧道,191 ms,36 Mbps,4725 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,221 ms,33 Mbps,4313 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,220 ms,88 Mbps,11366 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,240 ms,64 Mbps,8285 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,217 ms,42 Mbps,5497 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,201 ms,0 Mbps,13 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,236 ms,57 Mbps,7312 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,195 ms,26 Mbps,3340 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,215 ms,1 Mbps,132 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,222 ms,32 Mbps,4109 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,347 ms,0 Mbps,19 kB/s
