中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,699 Mbps,89497 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,17 ms,1 Mbps,135 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,363 Mbps,46489 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,288 Mbps,36966 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,75 ms,344 Mbps,44134 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,371 Mbps,47513 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,71 ms,268 Mbps,34304 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,248 Mbps,31744 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,71 ms,475 Mbps,60825 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,340 Mbps,43622 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,81 ms,277 Mbps,35532 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,74 ms,260 Mbps,33382 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,45 Mbps,5815 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,266 Mbps,34099 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,72 ms,401 Mbps,51404 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,232 Mbps,29798 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,216 Mbps,27750 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,43 Mbps,5581 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,104 Mbps,13312 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,177 ms,37 Mbps,4845 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,174 ms,44 Mbps,5642 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,44 Mbps,5640 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,42 Mbps,5478 kB/s
8.219.119.129,443,8.222.236.107,SG,Singapore,隧道,234 ms,70 Mbps,8976 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,258 ms,2 Mbps,321 kB/s
