中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,1 ms,64 Mbps,8251 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,4 ms,1168 Mbps,149504 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,880 Mbps,112640 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,708 Mbps,90624 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,2 ms,81 Mbps,10444 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,174 Mbps,22323 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,14 ms,1352 Mbps,173056 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,82 ms,49 Mbps,6320 kB/s
34.82.76.253,443,34.127.98.139,US,Seattle,隧道,73 ms,342 Mbps,43827 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,232 Mbps,29696 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,76 ms,352 Mbps,45158 kB/s
35.197.23.75,443,35.212.151.84,US,Seattle,隧道,79 ms,353 Mbps,45260 kB/s
129.146.7.98,443,2a09:bac5:60eb:78::c:39b,US,Los Angeles,隧道,66 ms,70 Mbps,9033 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,274 Mbps,35123 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,263 Mbps,33689 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,75 ms,346 Mbps,44339 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,222 Mbps,28467 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,3 Mbps,390 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,332 Mbps,42598 kB/s
35.230.79.26,443,35.212.151.84,US,Seattle,隧道,71 ms,346 Mbps,44339 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,104 ms,16 Mbps,2081 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,330 Mbps,42291 kB/s
193.123.61.156,443,2a0b:21c0:1007:1ca:0:e1d9:b30:55c0,DE,Frankfurt,隧道,105 ms,278 Mbps,35635 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,97 ms,348 Mbps,44646 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,89 ms,253 Mbps,32460 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,51 Mbps,6552 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,97 ms,48 Mbps,6256 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,48 Mbps,6155 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,99 ms,50 Mbps,6426 kB/s
144.24.175.174,443,98.98.166.174,US,Frankfurt,隧道,91 ms,123 Mbps,15769 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,187 ms,42 Mbps,5431 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,175 ms,40 Mbps,5152 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,123 ms,48 Mbps,6180 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,180 ms,106 Mbps,13619 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,179 ms,128 Mbps,16384 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,206 ms,116 Mbps,14848 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,212 ms,68 Mbps,8790 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,242 ms,2 Mbps,307 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,244 ms,34 Mbps,4433 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,204 ms,83 Mbps,10649 kB/s
130.162.144.191,443,2a09:bac5:4731:155::22:eb,KR,Seoul,隧道,221 ms,31 Mbps,4034 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,209 ms,89 Mbps,11468 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,229 ms,37 Mbps,4755 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,216 ms,8 Mbps,1134 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,243 ms,52 Mbps,6720 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,222 ms,79 Mbps,10137 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,216 ms,34 Mbps,4455 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,265 ms,36 Mbps,4613 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,243 ms,51 Mbps,6584 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,245 ms,3 Mbps,483 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,233 ms,2 Mbps,289 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,212 ms,18 Mbps,2327 kB/s
193.123.80.245,443,193.123.80.245,AE,Warsaw,中转,183 ms,29 Mbps,3712 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,169 ms,0 Mbps,34 kB/s
