中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Newark,中转,5 ms,7 Mbps,922 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,29 ms,777 Mbps,99532 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,440 Mbps,56320 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,286 Mbps,36659 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,69 ms,409 Mbps,52428 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,69 ms,104 Mbps,13414 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,41 Mbps,5296 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,66 ms,340 Mbps,43622 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,64 ms,36 Mbps,4630 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,309 Mbps,39628 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,226 Mbps,28979 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,77 ms,375 Mbps,48025 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,42 Mbps,5462 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,112 Mbps,14438 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,169 ms,44 Mbps,5677 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,43 Mbps,5507 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,170 ms,40 Mbps,5127 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,172 ms,41 Mbps,5274 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,38 Mbps,4980 kB/s
