中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,840 Mbps,107520 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,50 ms,622 Mbps,79667 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,26 ms,1312 Mbps,167936 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,12 ms,460 Mbps,58880 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,42 ms,592 Mbps,75878 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,29 ms,1120 Mbps,143360 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,27 ms,352 Mbps,45158 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,54 ms,428 Mbps,54886 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,19 ms,1392 Mbps,178176 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,52 ms,7 Mbps,968 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,42 ms,658 Mbps,84275 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,43 ms,636 Mbps,81510 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,127 ms,191 Mbps,24473 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,137 ms,168 Mbps,21504 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,120 ms,46 Mbps,6002 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,125 ms,44 Mbps,5683 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,143 ms,152 Mbps,19456 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,154 ms,130 Mbps,16691 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,128 ms,41 Mbps,5366 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,143 ms,41 Mbps,5323 kB/s
8.219.201.245,443,47.245.114.12,SG,Singapore,隧道,196 ms,54 Mbps,7026 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,145 ms,39 Mbps,5097 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,149 ms,44 Mbps,5666 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,190 ms,34 Mbps,4383 kB/s
