中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,856 Mbps,109568 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,975 kB/s
35.197.23.75,443,35.212.201.167,US,Seattle,隧道,48 ms,519 Mbps,66457 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,47 ms,415 Mbps,53145 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,438 Mbps,56115 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,453 Mbps,58060 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,68 ms,372 Mbps,47616 kB/s
129.146.46.164,443,129.146.46.164,310 Mbps,39731 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,54 ms,355 Mbps,45465 kB/s
35.230.79.26,443,35.212.201.167,US,Seattle,隧道,53 ms,496 Mbps,63488 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,412 Mbps,52838 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,44 Mbps,5672 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,149 ms,36 Mbps,4618 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,212 Mbps,27136 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,172 Mbps,22118 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,175 Mbps,22425 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,156 Mbps,19968 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,150 ms,39 Mbps,5117 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,39 Mbps,5088 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,40 Mbps,5239 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,218 ms,9 Mbps,1277 kB/s
