中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,5 ms,1192 Mbps,152576 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,646 Mbps,82739 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,27 ms,732 Mbps,93696 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,14 ms,912 Mbps,116736 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,40 ms,992 Mbps,126976 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,15 ms,636 Mbps,81510 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,17 ms,63 Mbps,8149 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,36 ms,738 Mbps,94515 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,77 ms,309 Mbps,39628 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,219 Mbps,28057 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,74 ms,3 Mbps,393 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,74 ms,316 Mbps,40448 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,64 ms,250 Mbps,32051 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,31 Mbps,4088 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,104 ms,0 Mbps,111 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,141 ms,230 Mbps,29491 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,160 ms,128 Mbps,16486 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,153 ms,3 Mbps,405 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,138 ms,45 Mbps,5791 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,162 ms,124 Mbps,15974 kB/s
141.144.204.181,443,2a0b:21c0:100a:1b7:0:d7ce:dfd9:2b50,DE,Frankfurt,隧道,155 ms,132 Mbps,16998 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,134 ms,151 Mbps,19353 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,166 ms,144 Mbps,18432 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,157 ms,42 Mbps,5406 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,117 Mbps,15052 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,166 ms,38 Mbps,4983 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,186 ms,92 Mbps,11776 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,163 ms,1 Mbps,133 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,158 ms,40 Mbps,5240 kB/s
168.138.165.174,443,168.138.165.174,SG,San Jose,中转,171 ms,1 Mbps,254 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,221 ms,0 Mbps,41 kB/s
